Bin,Chromosome,Position,FC_Sbe_vs_Wte,FC_sbg_vs_wtg
LinJ03-380000-385000,3,382500,-0.001935582,0.006761515
LinJ34-1510000-1515000,34,1512500,0.023116679,0.006719246
LinJ09-60000-65000,9,62500,-0.033122774,0.006716307
LinJ36-115000-120000,36,117500,-0.093655014,0.006716307
LinJ34-525000-530000,34,527500,0.075658176,0.006565675
LinJ24-375000-380000,24,377500,-0.023019241,0.006517055
LinJ25-350000-355000,25,352500,-0.047007623,0.006449073
LinJ17-200000-205000,17,202500,0.023803426,0.006438199
LinJ17-120000-125000,17,122500,0.054247004,0.006428167
LinJ17-235000-240000,17,237500,-0.054134062,0.006381592
LinJ35-1730000-1735000,35,1732500,-0.036707329,0.006350828
LinJ36-875000-880000,36,877500,-0.016545196,0.006344076
LinJ29-965000-970000,29,967500,0.012739952,0.006330487
LinJ36-1305000-1310000,36,1307500,0.033207181,0.006317507
LinJ09-110000-115000,9,112500,-0.025608885,0.006208973
LinJ35-530000-535000,35,532500,-0.025572014,0.006126253
LinJ36-535000-540000,36,537500,-0.059787073,0.006126253
LinJ06-445000-450000,6,447500,0.012461063,0.006102528
LinJ29-1050000-1055000,29,1052500,0.030755757,0.00609908
LinJ31-0-5000,31,2500,-0.166734151,0.006094897
LinJ34-800000-805000,34,802500,-0.020443628,0.006085519
LinJ35-180000-185000,35,182500,0.028981489,0.006071713
LinJ13-45000-50000,13,47500,0.032326163,0.006008876
LinJ16-610000-615000,16,612500,-0.033970051,0.005988494
LinJ36-870000-875000,36,872500,-0.024483039,0.005974617
LinJ28-460000-465000,28,462500,-0.022124219,0.005954783
LinJ28-735000-740000,28,737500,-0.007501305,0.005894037
LinJ34-555000-560000,34,557500,0.0234125,0.005877602
LinJ36-1895000-1900000,36,1897500,-0.011354266,0.00582154
LinJ36-2360000-2365000,36,2362500,-0.08373937,0.005820252
LinJ27-275000-280000,27,277500,0.001369058,0.005815639
LinJ11-390000-395000,11,392500,0.018641319,0.005698934
LinJ13-215000-220000,13,217500,0.034908957,0.005687242
LinJ34-1450000-1455000,34,1452500,0.095497795,0.005676765
LinJ29-440000-445000,29,442500,0.024795732,0.005666935
LinJ27-145000-150000,27,147500,0.01165066,0.005662691
LinJ14-205000-210000,14,207500,0.02584106,0.005636833
LinJ36-2220000-2225000,36,2222500,0.013773154,0.005608646
LinJ30-1215000-1220000,30,1217500,-0.031916761,0.005513403
LinJ22-240000-245000,22,242500,-0.008170877,0.005490762
LinJ15-305000-310000,15,307500,-0.040243187,0.005392715
LinJ25-70000-75000,25,72500,-0.06938159,0.005379193
LinJ21-575000-580000,21,577500,0.033699376,0.005357673
LinJ35-330000-335000,35,332500,-0.008767941,0.005268605
LinJ30-945000-950000,30,947500,-0.013444778,0.005234571
LinJ30-910000-915000,30,912500,0.032165718,0.005213964
LinJ13-210000-215000,13,212500,0.043271329,0.005153349
LinJ36-2425000-2430000,36,2427500,0.027697038,0.005132311
LinJ35-635000-640000,35,637500,-0.029052333,0.005110753
LinJ15-385000-390000,15,387500,-0.041315115,0.005090291
LinJ16-395000-400000,16,397500,-0.028671554,0.00508159
LinJ13-280000-285000,13,282500,0.068228691,0.005076926
LinJ27-260000-265000,27,262500,0.039599255,0.005024517
LinJ03-30000-35000,3,32500,-0.050911576,0.005022015
LinJ34-545000-550000,34,547500,0.059663358,0.004902366
LinJ15-530000-535000,15,532500,-0.026594198,0.004898257
LinJ28-490000-495000,28,492500,0.03403678,0.004889848
LinJ28-140000-145000,28,142500,-0.024264168,0.004835256
LinJ29-875000-880000,29,877500,-0.123042659,0.004788119
LinJ13-315000-320000,13,317500,0.004130437,0.00476322
LinJ34-1150000-1155000,34,1152500,0.036274838,0.004757835
LinJ09-390000-395000,9,392500,-0.06131144,0.004739128
LinJ19-135000-140000,19,137500,-0.070255995,0.004720908
LinJ34-1185000-1190000,34,1187500,-0.050489687,0.004696501
LinJ10-410000-415000,10,412500,-0.08790878,0.004684303
LinJ30-570000-575000,30,572500,0.009005123,0.004656098
LinJ34-1665000-1670000,34,1667500,0.026960488,0.004654747
LinJ15-275000-280000,15,277500,0.023352181,0.004616415
LinJ36-1420000-1425000,36,1422500,0.001885254,0.004568004
LinJ36-1180000-1185000,36,1182500,-0.029005487,0.004565429
LinJ29-925000-930000,29,927500,-0.00905676,0.004560778
LinJ28-1025000-1030000,28,1027500,-0.002313769,0.004511519
LinJ12-290000-295000,12,292500,-0.114994324,0.004503548
LinJ36-2185000-2190000,36,2187500,0.018441093,0.00448274
LinJ34-680000-685000,34,682500,0.085826326,0.004336567
LinJ09-535000-540000,9,537500,-0.024779754,0.004278007
LinJ04-270000-275000,4,272500,-0.093347909,0.004274672
LinJ29-190000-195000,29,192500,-0.040735062,0.004211605
LinJ34-345000-350000,34,347500,-0.025758477,0.004164496
LinJ29-420000-425000,29,422500,0,0.004135472
LinJ10-270000-275000,10,272500,0.010424391,0.004113526
LinJ09-460000-465000,9,462500,-0.039827743,0.004046241
LinJ35-1085000-1090000,35,1087500,0.062749341,0.003982957
LinJ34-1280000-1285000,34,1282500,0.031595713,0.003907052
LinJ21-600000-605000,21,602500,0.040267443,0.003880796
LinJ28-870000-875000,28,872500,-0.083456316,0.003852743
LinJ35-710000-715000,35,712500,0.038707565,0.003823249
LinJ13-525000-530000,13,527500,-0.037883735,0.003743805
LinJ16-40000-45000,16,42500,0.026569735,0.003649645
LinJ09-475000-480000,9,477500,-0.052229201,0.003649645
LinJ14-565000-570000,14,567500,0.039266904,0.003636853
LinJ19-210000-215000,19,212500,-0.040703741,0.003522287
LinJ27-800000-805000,27,802500,0.025433852,0.003505083
LinJ25-220000-225000,25,222500,-0.024591574,0.003467035
LinJ36-425000-430000,36,427500,-0.013224697,0.003465153
LinJ16-180000-185000,16,182500,0.046160589,0.003439896
LinJ03-355000-360000,3,357500,-0.157956894,0.003409321
LinJ25-825000-830000,25,827500,0.003303243,0.003366749
LinJ33-165000-170000,33,167500,-0.064105839,0.003231288
LinJ27-990000-995000,27,992500,-0.00622018,0.003230235
LinJ27-995000-1000000,27,997500,0.052798304,0.003223684
LinJ34-240000-245000,34,242500,0.01216722,0.003209273
LinJ35-1425000-1430000,35,1427500,-0.00660185,0.003209273
LinJ29-1140000-1145000,29,1142500,0.014591315,0.003200351
LinJ06-250000-255000,6,252500,0.000360081,0.003182064
LinJ05-40000-45000,5,42500,0.015397001,0.003170506
LinJ14-305000-310000,14,307500,-0.050199681,0.003163642
LinJ13-325000-330000,13,327500,0.011637918,0.003161135
LinJ36-1005000-1010000,36,1007500,0,0.003149266
LinJ27-750000-755000,27,752500,0.033953499,0.00313105
LinJ30-635000-640000,30,637500,-0.051485465,0.003123382
LinJ28-515000-520000,28,517500,0.013962911,0.003114047
LinJ35-1145000-1150000,35,1147500,0.023738402,0.003076538
LinJ11-510000-515000,11,512500,0,0.003045312
LinJ06-90000-95000,6,92500,-0.041184713,0.003004075
LinJ36-705000-710000,36,707500,0.039738481,0.002962863
LinJ07-45000-50000,7,47500,-0.056261474,0.002880187
LinJ35-75000-80000,35,77500,-0.080445881,0.002832999
LinJ21-215000-220000,21,217500,-0.059060169,0.002811175
LinJ07-50000-55000,7,52500,-0.03329763,0.002737714
LinJ25-465000-470000,25,467500,-0.028391138,0.002724169
LinJ36-745000-750000,36,747500,-0.001129826,0.002687477
LinJ06-55000-60000,6,57500,-0.016336397,0.002682229
LinJ20-600000-605000,20,602500,-0.007947913,0.002670271
LinJ30-1240000-1245000,30,1242500,0.059025197,0.002658469
LinJ13-360000-365000,13,362500,0.052598976,0.002645393
LinJ09-220000-225000,9,222500,-0.018930884,0.002623206
LinJ19-125000-130000,19,127500,-0.02085892,0.002583831
LinJ35-85000-90000,35,87500,0.060426183,0.002472273
LinJ30-615000-620000,30,617500,0.130488233,0.002444683
LinJ17-5000-10000,17,7500,0.13669208,0.002383382
LinJ28-685000-690000,28,687500,0.060949613,0.002375524
LinJ36-1795000-1800000,36,1797500,0.004786456,0.002344143
LinJ34-530000-535000,34,532500,0.064546937,0.002306107
LinJ06-150000-155000,6,152500,-0.004013645,0.00229612
LinJ36-2125000-2130000,36,2127500,0.030057636,0.002283416
LinJ30-785000-790000,30,787500,0.007724292,0.002251881
LinJ34-1515000-1520000,34,1517500,0.529209447,0.002165634
LinJ34-1630000-1635000,34,1632500,-0.003174749,0.002154662
LinJ28-1120000-1125000,28,1122500,0.008784572,0.002122903
LinJ01-55000-60000,1,57500,-0.040716122,0.002095392
LinJ17-640000-645000,17,642500,0.03603637,0.001990592
LinJ24-595000-600000,24,597500,0.022688289,0.001851546
LinJ35-1770000-1775000,35,1772500,0.07659195,0.001712805
LinJ34-1085000-1090000,34,1087500,-0.023087491,0.001635255
LinJ20-550000-555000,20,552500,0.056660923,0.001610953
LinJ35-575000-580000,35,577500,0.033169372,0.001606979
LinJ24-710000-715000,24,712500,-0.026080562,0.001560201
LinJ36-515000-520000,36,517500,0.004320437,0.001527166
LinJ24-510000-515000,24,512500,-0.068901855,0.001465119
LinJ16-360000-365000,16,362500,0,0.001408641
LinJ25-600000-605000,25,602500,-0.129987372,0.001383007
LinJ13-250000-255000,13,252500,0.0310133,0.001378285
LinJ27-785000-790000,27,787500,0.069581497,0.001349617
LinJ16-540000-545000,16,542500,0.002984806,0.001316672
LinJ30-1255000-1260000,30,1257500,0.002294422,0.001261375
LinJ27-1135000-1140000,27,1137500,-0.048032318,0.001225267
LinJ16-475000-480000,16,477500,-0.05197405,0.001210599
LinJ21-565000-570000,21,567500,-0.021076216,0.001200492
LinJ28-715000-720000,28,717500,0.019977809,0.001173486
LinJ28-230000-235000,28,232500,-0.05432598,0.001165173
LinJ09-235000-240000,9,237500,-0.015103099,0.001142212
LinJ04-165000-170000,4,167500,0.023315053,0.001138429
LinJ21-675000-680000,21,677500,0.026464661,0.001101837
LinJ05-25000-30000,5,27500,0.004762924,0.001011123
LinJ11-335000-340000,11,337500,-0.040353052,0.000916706
LinJ30-1060000-1065000,30,1062500,0.033886442,0.00090469
LinJ24-355000-360000,24,357500,0.013710231,0.000845633
LinJ20-665000-670000,20,667500,-0.077084593,0.000809999
LinJ04-420000-425000,4,422500,0.039035702,0.000760079
LinJ14-230000-235000,14,232500,-0.025683005,0.00075846
LinJ25-835000-840000,25,837500,0.042633678,0.000717039
LinJ17-440000-445000,17,442500,-0.121387652,0.000673426
LinJ27-735000-740000,27,737500,0.090561309,0.00055544
LinJ27-675000-680000,27,677500,0.066671146,0.000546214
LinJ20-365000-370000,20,367500,-0.035309388,0.000545131
LinJ24-740000-745000,24,742500,-0.047060443,0.000510992
LinJ33-180000-185000,33,182500,-0.005606238,0.000484565
LinJ25-95000-100000,25,97500,0.008990718,0.00043886
LinJ13-550000-555000,13,552500,0.021704661,0.000382608
LinJ34-50000-55000,34,52500,-0.020781824,0.000355948
LinJ36-1235000-1240000,36,1237500,0.052183287,0.000347265
LinJ21-125000-130000,21,127500,-0.058730564,0.000302055
LinJ29-885000-890000,29,887500,-0.031766785,0.000255156
LinJ36-395000-400000,36,397500,0.009817799,0.00025037
LinJ36-2420000-2425000,36,2422500,0.000126186,0.00025037
LinJ15-0-5000,15,2500,0.044061875,0.000245058
LinJ21-510000-515000,21,512500,-0.030971985,0.000228071
LinJ34-740000-745000,34,742500,0.01322582,0.000187599
LinJ31-605000-610000,31,607500,-0.067807631,0.000139107
LinJ34-1175000-1180000,34,1177500,-0.048519142,-8.35E-06
LinJ10-100000-105000,10,102500,0.053343195,-2.88E-05
LinJ33-280000-285000,33,282500,0.033315381,-5.46E-05
LinJ36-1360000-1365000,36,1362500,-0.023995254,-6.95E-05
LinJ36-2145000-2150000,36,2147500,0.015906841,-9.22E-05
LinJ20-315000-320000,20,317500,-0.009458691,-9.22E-05
LinJ36-1745000-1750000,36,1747500,6.87E-05,-0.000143356
LinJ15-280000-285000,15,282500,-0.020312129,-0.000153182
LinJ19-675000-680000,19,677500,-0.080393796,-0.000260945
LinJ35-515000-520000,35,517500,0.03109282,-0.000268784
LinJ36-1700000-1705000,36,1702500,-0.027889189,-0.000268784
LinJ20-160000-165000,20,162500,-0.024376991,-0.000278893
LinJ35-1390000-1395000,35,1392500,0.036209034,-0.00029866
LinJ07-445000-450000,7,447500,-0.004853324,-0.000313519
LinJ27-640000-645000,27,642500,0.019961114,-0.000324723
LinJ29-945000-950000,29,947500,-0.003359292,-0.000357143
LinJ04-100000-105000,4,102500,-0.135192007,-0.000416066
LinJ19-625000-630000,19,627500,0.005128536,-0.00042715
LinJ27-1145000-1150000,27,1147500,-0.097453228,-0.000465095
LinJ17-265000-270000,17,267500,-0.037613761,-0.000473704
LinJ36-1555000-1560000,36,1557500,0.096639789,-0.000499273
LinJ04-425000-430000,4,427500,0.044884032,-0.00050554
LinJ34-285000-290000,34,287500,-0.045118118,-0.000673995
LinJ28-995000-1000000,28,997500,-0.05169915,-0.000739279
LinJ20-60000-65000,20,62500,-0.000450217,-0.00076027
LinJ33-580000-585000,33,582500,0.070244702,-0.000847837
LinJ35-610000-615000,35,612500,0.101472019,-0.000924739
LinJ12-260000-265000,12,262500,0.075860026,-0.000942533
LinJ34-1660000-1665000,34,1662500,-0.003810036,-0.001008983
LinJ17-470000-475000,17,472500,-0.030955391,-0.001020925
LinJ36-135000-140000,36,137500,-0.022686881,-0.001064638
LinJ20-115000-120000,20,117500,-0.023958829,-0.001075688
LinJ24-485000-490000,24,487500,-0.099814673,-0.001081529
LinJ27-625000-630000,27,627500,0.06544177,-0.001153837
LinJ14-40000-45000,14,42500,0.019888224,-0.001230068
LinJ16-215000-220000,16,217500,-0.041678113,-0.001342271
LinJ14-75000-80000,14,77500,-0.030713447,-0.001379372
LinJ24-105000-110000,24,107500,0.014477899,-0.001408388
LinJ34-1605000-1610000,34,1607500,-0.011797444,-0.001452488
LinJ34-485000-490000,34,487500,0.094982878,-0.00146531
LinJ29-220000-225000,29,222500,-0.043444805,-0.001472492
LinJ36-2140000-2145000,36,2142500,-0.04712371,-0.001475672
LinJ28-20000-25000,28,22500,0.085070857,-0.001569183
LinJ17-410000-415000,17,412500,-0.039603704,-0.001573995
LinJ17-540000-545000,17,542500,-0.026202265,-0.001604575
LinJ29-60000-65000,29,62500,-0.034765381,-0.001660823
LinJ09-320000-325000,9,322500,0.001789255,-0.00168467
LinJ28-380000-385000,28,382500,-0.061259105,-0.001762625
LinJ19-35000-40000,19,37500,-0.019113165,-0.001785826
LinJ09-440000-445000,9,442500,-0.028694977,-0.001810869
LinJ35-570000-575000,35,572500,0.013331278,-0.001916156
LinJ35-1545000-1550000,35,1547500,-0.002098842,-0.001969531
LinJ17-560000-565000,17,562500,-0.058211358,-0.001975127
LinJ28-570000-575000,28,572500,0.064270062,-0.002015785
LinJ30-95000-100000,30,97500,-0.05451197,-0.002025746
LinJ24-290000-295000,24,292500,-0.022244445,-0.002054902
LinJ15-545000-550000,15,547500,0.011582082,-0.002055979
LinJ36-1295000-1300000,36,1297500,0.043965609,-0.002079972
LinJ35-0-5000,35,2500,0,-0.002095382
LinJ07-440000-445000,7,442500,-0.07697743,-0.002104877
LinJ02-165000-170000,2,167500,-0.074054277,-0.002125453
LinJ36-2715000-2720000,36,2717500,0.037679768,-0.00213501
LinJ30-685000-690000,30,687500,0.017642662,-0.002144851
LinJ06-405000-410000,6,407500,0.022510108,-0.002281859
LinJ34-310000-315000,34,312500,0,-0.002322385
LinJ02-145000-150000,2,147500,-0.058918324,-0.002357387
LinJ16-680000-685000,16,682500,0.055729149,-0.002367172
LinJ13-400000-405000,13,402500,0.092151683,-0.002403999
LinJ36-1770000-1775000,36,1772500,0.05135809,-0.002419198
LinJ28-930000-935000,28,932500,-0.027252967,-0.002459689
LinJ36-1695000-1700000,36,1697500,-0.002401454,-0.002532955
LinJ06-210000-215000,6,212500,-0.074576088,-0.002546261
LinJ35-1905000-1910000,35,1907500,-0.010822147,-0.002614521
LinJ36-2510000-2515000,36,2512500,-0.093882972,-0.002640172
LinJ19-300000-305000,19,302500,0.014900445,-0.002657545
LinJ01-140000-145000,1,142500,-0.031402894,-0.002818858
LinJ24-430000-435000,24,432500,-0.029749967,-0.002820882
LinJ30-735000-740000,30,737500,0.017408901,-0.002868141
LinJ13-180000-185000,13,182500,0.097809563,-0.003027211
LinJ06-245000-250000,6,247500,-0.031345964,-0.00316284
LinJ29-630000-635000,29,632500,-0.051588257,-0.003230421
LinJ33-195000-200000,33,197500,-0.012288448,-0.003250721
LinJ35-525000-530000,35,527500,-0.035321689,-0.003262245
LinJ36-85000-90000,36,87500,-0.047774443,-0.003301349
LinJ02-60000-65000,2,62500,-0.034978373,-0.003357807
LinJ16-445000-450000,16,447500,-0.024286121,-0.003444806
LinJ14-370000-375000,14,372500,-0.031350396,-0.003604111
LinJ24-350000-355000,24,352500,0.017898743,-0.003694138
LinJ28-445000-450000,28,447500,-0.032776903,-0.003728098
LinJ24-215000-220000,24,217500,0.012816102,-0.003765542
LinJ27-740000-745000,27,742500,0.008986743,-0.003768367
LinJ34-510000-515000,34,512500,-0.026450399,-0.00377603
LinJ16-645000-650000,16,647500,0.013943068,-0.003789641
LinJ04-295000-300000,4,297500,-0.02863394,-0.003813547
LinJ25-380000-385000,25,382500,-0.000453137,-0.003918799
LinJ05-240000-245000,5,242500,-0.072837172,-0.003972695
LinJ29-940000-945000,29,942500,0.026631697,-0.003999926
LinJ30-455000-460000,30,457500,-0.050590269,-0.004011427
LinJ17-305000-310000,17,307500,-0.011242138,-0.004081757
LinJ29-505000-510000,29,507500,0.065370766,-0.004094946
LinJ14-375000-380000,14,377500,0.013042955,-0.004171404
LinJ36-715000-720000,36,717500,-0.023816229,-0.004177621
LinJ33-200000-205000,33,202500,-0.002858719,-0.004185667
LinJ16-5000-10000,16,7500,0.093973461,-0.00419875
LinJ22-510000-515000,22,512500,-0.017799927,-0.004239056
LinJ21-55000-60000,21,57500,-0.055619573,-0.004247228
LinJ09-435000-440000,9,437500,0,-0.004357903
LinJ24-125000-130000,24,127500,0.035214168,-0.004449122
LinJ05-160000-165000,5,162500,0,-0.004484707
LinJ24-435000-440000,24,437500,0.030202886,-0.004566465
LinJ20-310000-315000,20,312500,-0.070447288,-0.004597541
LinJ09-225000-230000,9,227500,-0.001592112,-0.004702742
LinJ10-460000-465000,10,462500,-0.018755555,-0.004755109
LinJ17-100000-105000,17,102500,0.030747787,-0.004769154
LinJ34-1830000-1835000,34,1832500,0.035249837,-0.004802926
LinJ24-555000-560000,24,557500,-0.03309925,-0.004852762
LinJ36-130000-135000,36,132500,-0.029753345,-0.004884845
LinJ27-500000-505000,27,502500,-0.034162031,-0.004958
LinJ06-275000-280000,6,277500,0.053888408,-0.005016427
LinJ16-205000-210000,16,207500,-0.046806331,-0.00505773
LinJ35-865000-870000,35,867500,-0.008028602,-0.005061235
LinJ17-330000-335000,17,332500,-0.010692387,-0.005138833
LinJ09-500000-505000,9,502500,0.020132963,-0.005149198
LinJ28-660000-665000,28,662500,-0.025399571,-0.005179192
LinJ35-785000-790000,35,787500,0.085789163,-0.005214323
LinJ34-540000-545000,34,542500,-0.044206923,-0.005241012
LinJ36-975000-980000,36,977500,0.065683098,-0.005242141
LinJ07-435000-440000,7,437500,0.137087688,-0.005309816
LinJ05-355000-360000,5,357500,-0.009128251,-0.005322179
LinJ34-385000-390000,34,387500,0.098028383,-0.005330806
LinJ13-265000-270000,13,267500,0.075968958,-0.005375106
LinJ33-570000-575000,33,572500,0.035151271,-0.005395068
LinJ36-880000-885000,36,882500,0.008784843,-0.005398757
LinJ30-335000-340000,30,337500,-0.065097066,-0.00548637
LinJ11-410000-415000,11,412500,0.043117196,-0.005558499
LinJ11-235000-240000,11,237500,0.075843318,-0.005659282
LinJ09-450000-455000,9,452500,0.021517375,-0.005731826
LinJ29-85000-90000,29,87500,-0.100963828,-0.00574033
LinJ14-295000-300000,14,297500,0.075376159,-0.005750006
LinJ11-325000-330000,11,327500,0.02663251,-0.005784519
LinJ36-675000-680000,36,677500,-0.06227363,-0.005793229
LinJ19-475000-480000,19,477500,-0.026636383,-0.005817597
LinJ35-80000-85000,35,82500,-0.044972974,-0.00587978
LinJ17-495000-500000,17,497500,-0.074334452,-0.005880905
LinJ27-550000-555000,27,552500,-0.014553203,-0.005887024
LinJ34-1155000-1160000,34,1157500,0.020386881,-0.005990328
LinJ28-610000-615000,28,612500,-0.000986896,-0.005998243
LinJ29-1185000-1190000,29,1187500,-0.031191606,-0.006054938
LinJ29-795000-800000,29,797500,0.056336051,-0.006105694
LinJ30-1040000-1045000,30,1042500,0,-0.006136006
LinJ24-750000-755000,24,752500,-0.024921225,-0.006148901
LinJ25-635000-640000,25,637500,-0.028207996,-0.006165784
LinJ20-75000-80000,20,77500,-0.025134442,-0.006288351
LinJ34-395000-400000,34,397500,0.01010903,-0.00640309
LinJ09-540000-545000,9,542500,-0.047804185,-0.006440983
LinJ36-590000-595000,36,592500,-0.016409186,-0.006467507
LinJ22-255000-260000,22,257500,0.018402503,-0.006480451
LinJ15-145000-150000,15,147500,-0.009232835,-0.006498199
LinJ30-425000-430000,30,427500,0.036873761,-0.00659489
LinJ34-965000-970000,34,967500,-0.033008964,-0.006622231
LinJ36-1570000-1575000,36,1572500,0.046038093,-0.006623376
LinJ28-335000-340000,28,337500,-0.024070167,-0.006663764
LinJ34-145000-150000,34,147500,-0.016178184,-0.006701576
LinJ30-965000-970000,30,967500,0.021011022,-0.006708719
LinJ07-465000-470000,7,467500,0.08063111,-0.006732389
LinJ11-545000-550000,11,547500,-0.006149006,-0.00678598
LinJ13-125000-130000,13,127500,-0.019753371,-0.006794562
LinJ35-915000-920000,35,917500,0.095796413,-0.006862482
LinJ24-230000-235000,24,232500,-0.00800048,-0.006893848
LinJ35-590000-595000,35,592500,0.012289456,-0.006943331
LinJ29-425000-430000,29,427500,-0.032324913,-0.006981029
LinJ24-45000-50000,24,47500,0.035668191,-0.007036055
LinJ14-280000-285000,14,282500,0.058442365,-0.007068024
LinJ10-375000-380000,10,377500,0.053825022,-0.007089531
LinJ22-615000-620000,22,617500,0.016344257,-0.007122617
LinJ28-400000-405000,28,402500,0.068476837,-0.007131988
LinJ24-190000-195000,24,192500,-0.016167483,-0.007229506
LinJ01-150000-155000,1,152500,-0.07936883,-0.007345379
LinJ16-415000-420000,16,417500,0.011151888,-0.007372182
LinJ35-900000-905000,35,902500,0.008583541,-0.007372182
LinJ36-1310000-1315000,36,1312500,0.085325914,-0.007408406
LinJ25-240000-245000,25,242500,-0.014606935,-0.007439529
LinJ36-1920000-1925000,36,1922500,0.03967537,-0.007574515
LinJ33-75000-80000,33,77500,0.005651815,-0.007640119
LinJ11-225000-230000,11,227500,-0.004722847,-0.007671461
LinJ29-430000-435000,29,432500,0.018712878,-0.007694377
LinJ22-740000-745000,22,742500,-0.025848332,-0.007731465
LinJ21-355000-360000,21,357500,0.00484117,-0.00776492
LinJ07-565000-570000,7,567500,0.004083935,-0.00778253
LinJ04-415000-420000,4,417500,-0.053946043,-0.007885036
LinJ20-230000-235000,20,232500,0.013530638,-0.007919913
LinJ10-215000-220000,10,217500,-0.000477678,-0.007992139
LinJ35-760000-765000,35,762500,9.80E-05,-0.007992868
LinJ27-715000-720000,27,717500,0,-0.008003487
LinJ17-445000-450000,17,447500,0.035621748,-0.008009357
LinJ24-315000-320000,24,317500,0.027488509,-0.008030596
LinJ34-420000-425000,34,422500,0.079927217,-0.008067174
LinJ07-260000-265000,7,262500,-0.048778482,-0.008083735
LinJ07-415000-420000,7,417500,0.0030838,-0.008092092
LinJ17-285000-290000,17,287500,-0.021473308,-0.008134189
LinJ22-445000-450000,22,447500,0.036378805,-0.008174549
LinJ06-30000-35000,6,32500,0.023238783,-0.008208443
LinJ07-365000-370000,7,367500,-0.071170895,-0.00822549
LinJ25-280000-285000,25,282500,0.065061561,-0.008264057
LinJ34-1745000-1750000,34,1747500,0.030890407,-0.008343451
LinJ35-1445000-1450000,35,1447500,-0.013136643,-0.008347865
LinJ06-440000-445000,6,442500,0.003860345,-0.008395734
LinJ29-1135000-1140000,29,1137500,-0.008420135,-0.008465252
LinJ10-425000-430000,10,427500,-0.068662091,-0.008486343
LinJ30-180000-185000,30,182500,-0.051133744,-0.008530298
LinJ05-285000-290000,5,287500,-0.05925606,-0.008575734
LinJ14-150000-155000,14,152500,-0.039239927,-0.00859324
LinJ35-1985000-1990000,35,1987500,0.013805905,-0.008668834
LinJ35-1045000-1050000,35,1047500,0.015019063,-0.00872074
LinJ28-395000-400000,28,397500,0.085617607,-0.008750779
LinJ29-1190000-1195000,29,1192500,-0.025011529,-0.008844948
LinJ28-405000-410000,28,407500,0.04895338,-0.00884947
LinJ22-140000-145000,22,142500,-0.005356707,-0.00885381
LinJ36-2365000-2370000,36,2367500,-0.01213765,-0.008892224
LinJ20-195000-200000,20,197500,0.021838499,-0.008895733
LinJ33-475000-480000,33,477500,0.008239217,-0.008938117
LinJ25-190000-195000,25,192500,0.005163579,-0.008951251
LinJ36-1535000-1540000,36,1537500,-0.010911721,-0.009012186
LinJ34-690000-695000,34,692500,-0.001285098,-0.00902042
LinJ36-730000-735000,36,732500,-0.023391819,-0.009025998
LinJ20-380000-385000,20,382500,-0.079217437,-0.009033434
LinJ21-165000-170000,21,167500,-0.068612184,-0.009034514
LinJ36-2645000-2650000,36,2647500,0.016973865,-0.009043917
LinJ35-1305000-1310000,35,1307500,-0.038414681,-0.009068095
LinJ36-2515000-2520000,36,2517500,-0.105764742,-0.009089524
LinJ11-250000-255000,11,252500,0.058096574,-0.009104233
LinJ06-125000-130000,6,127500,-2.714703726,-0.009141528
LinJ30-1110000-1115000,30,1112500,-0.001579928,-0.00916836
LinJ33-205000-210000,33,207500,-0.040002265,-0.009192187
LinJ20-715000-720000,20,717500,0,-0.009223713
LinJ19-230000-235000,19,232500,-0.051369677,-0.009241581
LinJ20-200000-205000,20,202500,-0.040070953,-0.009310369
LinJ19-390000-395000,19,392500,0.063493719,-0.009320232
LinJ36-710000-715000,36,712500,-0.028448526,-0.009324454
LinJ36-1110000-1115000,36,1112500,-0.000275421,-0.009332744
LinJ29-865000-870000,29,867500,0.049155469,-0.009382273
LinJ03-345000-350000,3,347500,-0.134622875,-0.009428409
LinJ28-865000-870000,28,867500,-0.063355855,-0.009489066
LinJ24-70000-75000,24,72500,-0.007571416,-0.009497441
LinJ35-630000-635000,35,632500,0.008190255,-0.00953288
LinJ28-860000-865000,28,862500,-0.045889306,-0.009540682
LinJ28-825000-830000,28,827500,0.076434142,-0.009542127
LinJ35-605000-610000,35,607500,0.022692349,-0.009699784
LinJ30-670000-675000,30,672500,-0.003303698,-0.009745907
LinJ22-280000-285000,22,282500,-0.057456501,-0.009789875
LinJ35-55000-60000,35,57500,-0.007981273,-0.009791107
LinJ14-95000-100000,14,97500,0.044574191,-0.009808611
LinJ16-455000-460000,16,457500,-0.023472439,-0.009845614
LinJ25-110000-115000,25,112500,-0.031428615,-0.009859521
LinJ20-545000-550000,20,547500,-0.085403467,-0.009859521
LinJ34-105000-110000,34,107500,-0.008990797,-0.009922153
LinJ30-45000-50000,30,47500,0.016804122,-0.00993939
LinJ21-305000-310000,21,307500,-0.014523438,-0.009954666
LinJ36-1725000-1730000,36,1727500,0.040266779,-0.010046741
LinJ24-450000-455000,24,452500,-0.013716359,-0.010054217
LinJ04-380000-385000,4,382500,-0.056332992,-0.010074856
LinJ27-965000-970000,27,967500,0.066225921,-0.010077164
LinJ34-225000-230000,34,227500,0.02066359,-0.010102189
LinJ25-125000-130000,25,127500,0.062741247,-0.010115571
LinJ30-1085000-1090000,30,1087500,-0.027810107,-0.010122393
LinJ28-805000-810000,28,807500,0.015682738,-0.010188037
LinJ07-420000-425000,7,422500,0,-0.010327183
