GeneID	Chr	start	end	Strand
LinJ28-0-5000	LinJ28	0	5000	+
LinJ28-5000-10000	LinJ28	5000	10000	+
LinJ28-10000-15000	LinJ28	10000	15000	+
LinJ28-15000-20000	LinJ28	15000	20000	+
LinJ28-20000-25000	LinJ28	20000	25000	+
LinJ28-25000-30000	LinJ28	25000	30000	+
LinJ28-30000-35000	LinJ28	30000	35000	+
LinJ28-35000-40000	LinJ28	35000	40000	+
LinJ28-40000-45000	LinJ28	40000	45000	+
LinJ28-45000-50000	LinJ28	45000	50000	+
LinJ28-50000-55000	LinJ28	50000	55000	+
LinJ28-55000-60000	LinJ28	55000	60000	+
LinJ28-60000-65000	LinJ28	60000	65000	+
LinJ28-65000-70000	LinJ28	65000	70000	+
LinJ28-70000-75000	LinJ28	70000	75000	+
LinJ28-75000-80000	LinJ28	75000	80000	+
LinJ28-80000-85000	LinJ28	80000	85000	+
LinJ28-85000-90000	LinJ28	85000	90000	+
LinJ28-90000-95000	LinJ28	90000	95000	+
LinJ28-95000-100000	LinJ28	95000	100000	+
LinJ28-100000-105000	LinJ28	100000	105000	+
LinJ28-105000-110000	LinJ28	105000	110000	+
LinJ28-110000-115000	LinJ28	110000	115000	+
LinJ28-115000-120000	LinJ28	115000	120000	+
LinJ28-120000-125000	LinJ28	120000	125000	+
LinJ28-125000-130000	LinJ28	125000	130000	+
LinJ28-130000-135000	LinJ28	130000	135000	+
LinJ28-135000-140000	LinJ28	135000	140000	+
LinJ28-140000-145000	LinJ28	140000	145000	+
LinJ28-145000-150000	LinJ28	145000	150000	+
LinJ28-150000-155000	LinJ28	150000	155000	+
LinJ28-155000-160000	LinJ28	155000	160000	+
LinJ28-160000-165000	LinJ28	160000	165000	+
LinJ28-165000-170000	LinJ28	165000	170000	+
LinJ28-170000-175000	LinJ28	170000	175000	+
LinJ28-175000-180000	LinJ28	175000	180000	+
LinJ28-180000-185000	LinJ28	180000	185000	+
LinJ28-185000-190000	LinJ28	185000	190000	+
LinJ28-190000-195000	LinJ28	190000	195000	+
LinJ28-195000-200000	LinJ28	195000	200000	+
LinJ28-200000-205000	LinJ28	200000	205000	+
LinJ28-205000-210000	LinJ28	205000	210000	+
LinJ28-210000-215000	LinJ28	210000	215000	+
LinJ28-215000-220000	LinJ28	215000	220000	+
LinJ28-220000-225000	LinJ28	220000	225000	+
LinJ28-225000-230000	LinJ28	225000	230000	+
LinJ28-230000-235000	LinJ28	230000	235000	+
LinJ28-235000-240000	LinJ28	235000	240000	+
LinJ28-240000-245000	LinJ28	240000	245000	+
LinJ28-245000-250000	LinJ28	245000	250000	+
LinJ28-250000-255000	LinJ28	250000	255000	+
LinJ28-255000-260000	LinJ28	255000	260000	+
LinJ28-260000-265000	LinJ28	260000	265000	+
LinJ28-265000-270000	LinJ28	265000	270000	+
LinJ28-270000-275000	LinJ28	270000	275000	+
LinJ28-275000-280000	LinJ28	275000	280000	+
LinJ28-280000-285000	LinJ28	280000	285000	+
LinJ28-285000-290000	LinJ28	285000	290000	+
LinJ28-290000-295000	LinJ28	290000	295000	+
LinJ28-295000-300000	LinJ28	295000	300000	+
LinJ28-300000-305000	LinJ28	300000	305000	+
LinJ28-305000-310000	LinJ28	305000	310000	+
LinJ28-310000-315000	LinJ28	310000	315000	+
LinJ28-315000-320000	LinJ28	315000	320000	+
LinJ28-320000-325000	LinJ28	320000	325000	+
LinJ28-325000-330000	LinJ28	325000	330000	+
LinJ28-330000-335000	LinJ28	330000	335000	+
LinJ28-335000-340000	LinJ28	335000	340000	+
LinJ28-340000-345000	LinJ28	340000	345000	+
LinJ28-345000-350000	LinJ28	345000	350000	+
LinJ28-350000-355000	LinJ28	350000	355000	+
LinJ28-355000-360000	LinJ28	355000	360000	+
LinJ28-360000-365000	LinJ28	360000	365000	+
LinJ28-365000-370000	LinJ28	365000	370000	+
LinJ28-370000-375000	LinJ28	370000	375000	+
LinJ28-375000-380000	LinJ28	375000	380000	+
LinJ28-380000-385000	LinJ28	380000	385000	+
LinJ28-385000-390000	LinJ28	385000	390000	+
LinJ28-390000-395000	LinJ28	390000	395000	+
LinJ28-395000-400000	LinJ28	395000	400000	+
LinJ28-400000-405000	LinJ28	400000	405000	+
LinJ28-405000-410000	LinJ28	405000	410000	+
LinJ28-410000-415000	LinJ28	410000	415000	+
LinJ28-415000-420000	LinJ28	415000	420000	+
LinJ28-420000-425000	LinJ28	420000	425000	+
LinJ28-425000-430000	LinJ28	425000	430000	+
LinJ28-430000-435000	LinJ28	430000	435000	+
LinJ28-435000-440000	LinJ28	435000	440000	+
LinJ28-440000-445000	LinJ28	440000	445000	+
LinJ28-445000-450000	LinJ28	445000	450000	+
LinJ28-450000-455000	LinJ28	450000	455000	+
LinJ28-455000-460000	LinJ28	455000	460000	+
LinJ28-460000-465000	LinJ28	460000	465000	+
LinJ28-465000-470000	LinJ28	465000	470000	+
LinJ28-470000-475000	LinJ28	470000	475000	+
LinJ28-475000-480000	LinJ28	475000	480000	+
LinJ28-480000-485000	LinJ28	480000	485000	+
LinJ28-485000-490000	LinJ28	485000	490000	+
LinJ28-490000-495000	LinJ28	490000	495000	+
LinJ28-495000-500000	LinJ28	495000	500000	+
LinJ28-500000-505000	LinJ28	500000	505000	+
LinJ28-505000-510000	LinJ28	505000	510000	+
LinJ28-510000-515000	LinJ28	510000	515000	+
LinJ28-515000-520000	LinJ28	515000	520000	+
LinJ28-520000-525000	LinJ28	520000	525000	+
LinJ28-525000-530000	LinJ28	525000	530000	+
LinJ28-530000-535000	LinJ28	530000	535000	+
LinJ28-535000-540000	LinJ28	535000	540000	+
LinJ28-540000-545000	LinJ28	540000	545000	+
LinJ28-545000-550000	LinJ28	545000	550000	+
LinJ28-550000-555000	LinJ28	550000	555000	+
LinJ28-555000-560000	LinJ28	555000	560000	+
LinJ28-560000-565000	LinJ28	560000	565000	+
LinJ28-565000-570000	LinJ28	565000	570000	+
LinJ28-570000-575000	LinJ28	570000	575000	+
LinJ28-575000-580000	LinJ28	575000	580000	+
LinJ28-580000-585000	LinJ28	580000	585000	+
LinJ28-585000-590000	LinJ28	585000	590000	+
LinJ28-590000-595000	LinJ28	590000	595000	+
LinJ28-595000-600000	LinJ28	595000	600000	+
LinJ28-600000-605000	LinJ28	600000	605000	+
LinJ28-605000-610000	LinJ28	605000	610000	+
LinJ28-610000-615000	LinJ28	610000	615000	+
LinJ28-615000-620000	LinJ28	615000	620000	+
LinJ28-620000-625000	LinJ28	620000	625000	+
LinJ28-625000-630000	LinJ28	625000	630000	+
LinJ28-630000-635000	LinJ28	630000	635000	+
LinJ28-635000-640000	LinJ28	635000	640000	+
LinJ28-640000-645000	LinJ28	640000	645000	+
LinJ28-645000-650000	LinJ28	645000	650000	+
LinJ28-650000-655000	LinJ28	650000	655000	+
LinJ28-655000-660000	LinJ28	655000	660000	+
LinJ28-660000-665000	LinJ28	660000	665000	+
LinJ28-665000-670000	LinJ28	665000	670000	+
LinJ28-670000-675000	LinJ28	670000	675000	+
LinJ28-675000-680000	LinJ28	675000	680000	+
LinJ28-680000-685000	LinJ28	680000	685000	+
LinJ28-685000-690000	LinJ28	685000	690000	+
LinJ28-690000-695000	LinJ28	690000	695000	+
LinJ28-695000-700000	LinJ28	695000	700000	+
LinJ28-700000-705000	LinJ28	700000	705000	+
LinJ28-705000-710000	LinJ28	705000	710000	+
LinJ28-710000-715000	LinJ28	710000	715000	+
LinJ28-715000-720000	LinJ28	715000	720000	+
LinJ28-720000-725000	LinJ28	720000	725000	+
LinJ28-725000-730000	LinJ28	725000	730000	+
LinJ28-730000-735000	LinJ28	730000	735000	+
LinJ28-735000-740000	LinJ28	735000	740000	+
LinJ28-740000-745000	LinJ28	740000	745000	+
LinJ28-745000-750000	LinJ28	745000	750000	+
LinJ28-750000-755000	LinJ28	750000	755000	+
LinJ28-755000-760000	LinJ28	755000	760000	+
LinJ28-760000-765000	LinJ28	760000	765000	+
LinJ28-765000-770000	LinJ28	765000	770000	+
LinJ28-770000-775000	LinJ28	770000	775000	+
LinJ28-775000-780000	LinJ28	775000	780000	+
LinJ28-780000-785000	LinJ28	780000	785000	+
LinJ28-785000-790000	LinJ28	785000	790000	+
LinJ28-790000-795000	LinJ28	790000	795000	+
LinJ28-795000-800000	LinJ28	795000	800000	+
LinJ28-800000-805000	LinJ28	800000	805000	+
LinJ28-805000-810000	LinJ28	805000	810000	+
LinJ28-810000-815000	LinJ28	810000	815000	+
LinJ28-815000-820000	LinJ28	815000	820000	+
LinJ28-820000-825000	LinJ28	820000	825000	+
LinJ28-825000-830000	LinJ28	825000	830000	+
LinJ28-830000-835000	LinJ28	830000	835000	+
LinJ28-835000-840000	LinJ28	835000	840000	+
LinJ28-840000-845000	LinJ28	840000	845000	+
LinJ28-845000-850000	LinJ28	845000	850000	+
LinJ28-850000-855000	LinJ28	850000	855000	+
LinJ28-855000-860000	LinJ28	855000	860000	+
LinJ28-860000-865000	LinJ28	860000	865000	+
LinJ28-865000-870000	LinJ28	865000	870000	+
LinJ28-870000-875000	LinJ28	870000	875000	+
LinJ28-875000-880000	LinJ28	875000	880000	+
LinJ28-880000-885000	LinJ28	880000	885000	+
LinJ28-885000-890000	LinJ28	885000	890000	+
LinJ28-890000-895000	LinJ28	890000	895000	+
LinJ28-895000-900000	LinJ28	895000	900000	+
LinJ28-900000-905000	LinJ28	900000	905000	+
LinJ28-905000-910000	LinJ28	905000	910000	+
LinJ28-910000-915000	LinJ28	910000	915000	+
LinJ28-915000-920000	LinJ28	915000	920000	+
LinJ28-920000-925000	LinJ28	920000	925000	+
LinJ28-925000-930000	LinJ28	925000	930000	+
LinJ28-930000-935000	LinJ28	930000	935000	+
LinJ28-935000-940000	LinJ28	935000	940000	+
LinJ28-940000-945000	LinJ28	940000	945000	+
LinJ28-945000-950000	LinJ28	945000	950000	+
LinJ28-950000-955000	LinJ28	950000	955000	+
LinJ28-955000-960000	LinJ28	955000	960000	+
LinJ28-960000-965000	LinJ28	960000	965000	+
LinJ28-965000-970000	LinJ28	965000	970000	+
LinJ28-970000-975000	LinJ28	970000	975000	+
LinJ28-975000-980000	LinJ28	975000	980000	+
LinJ28-980000-985000	LinJ28	980000	985000	+
LinJ28-985000-990000	LinJ28	985000	990000	+
LinJ28-990000-995000	LinJ28	990000	995000	+
LinJ28-995000-1000000	LinJ28	995000	1000000	+
LinJ28-1000000-1005000	LinJ28	1000000	1005000	+
LinJ28-1005000-1010000	LinJ28	1005000	1010000	+
LinJ28-1010000-1015000	LinJ28	1010000	1015000	+
LinJ28-1015000-1020000	LinJ28	1015000	1020000	+
LinJ28-1020000-1025000	LinJ28	1020000	1025000	+
LinJ28-1025000-1030000	LinJ28	1025000	1030000	+
LinJ28-1030000-1035000	LinJ28	1030000	1035000	+
LinJ28-1035000-1040000	LinJ28	1035000	1040000	+
LinJ28-1040000-1045000	LinJ28	1040000	1045000	+
LinJ28-1045000-1050000	LinJ28	1045000	1050000	+
LinJ28-1050000-1055000	LinJ28	1050000	1055000	+
LinJ28-1055000-1060000	LinJ28	1055000	1060000	+
LinJ28-1060000-1065000	LinJ28	1060000	1065000	+
LinJ28-1065000-1070000	LinJ28	1065000	1070000	+
LinJ28-1070000-1075000	LinJ28	1070000	1075000	+
LinJ28-1075000-1080000	LinJ28	1075000	1080000	+
LinJ28-1080000-1085000	LinJ28	1080000	1085000	+
LinJ28-1085000-1090000	LinJ28	1085000	1090000	+
LinJ28-1090000-1095000	LinJ28	1090000	1095000	+
LinJ28-1095000-1100000	LinJ28	1095000	1100000	+
LinJ28-1100000-1105000	LinJ28	1100000	1105000	+
LinJ28-1105000-1110000	LinJ28	1105000	1110000	+
LinJ28-1110000-1115000	LinJ28	1110000	1115000	+
LinJ28-1115000-1120000	LinJ28	1115000	1120000	+
LinJ28-1120000-1125000	LinJ28	1120000	1125000	+
LinJ28-1125000-1130000	LinJ28	1125000	1130000	+
LinJ28-1130000-1135000	LinJ28	1130000	1135000	+
LinJ28-1135000-1140000	LinJ28	1135000	1140000	+
LinJ28-1140000-1145000	LinJ28	1140000	1145000	+
LinJ28-1145000-1150000	LinJ28	1145000	1150000	+
LinJ28-1150000-1155000	LinJ28	1150000	1155000	+
LinJ28-1155000-1160000	LinJ28	1155000	1160000	+
LinJ28-1160000-1165000	LinJ28	1160000	1165000	+
LinJ28-1165000-1170000	LinJ28	1165000	1170000	+
LinJ28-1170000-1175000	LinJ28	1170000	1175000	+
LinJ28-1175000-1180000	LinJ28	1175000	1180000	+
LinJ28-1180000-1185000	LinJ28	1180000	1185000	+
LinJ28-1185000-1190000	LinJ28	1185000	1190000	+
LinJ28-1190000-1195000	LinJ28	1190000	1195000	+
LinJ28-1195000-1200000	LinJ28	1195000	1200000	+
LinJ28-1200000-1205000	LinJ28	1200000	1205000	+
LinJ28-1205000-1205031	LinJ28	1205000	1205031	+
LinJ29-0-5000	LinJ29	0	5000	+
LinJ29-5000-10000	LinJ29	5000	10000	+
LinJ29-10000-15000	LinJ29	10000	15000	+
LinJ29-15000-20000	LinJ29	15000	20000	+
LinJ29-20000-25000	LinJ29	20000	25000	+
LinJ29-25000-30000	LinJ29	25000	30000	+
LinJ29-30000-35000	LinJ29	30000	35000	+
LinJ29-35000-40000	LinJ29	35000	40000	+
LinJ29-40000-45000	LinJ29	40000	45000	+
LinJ29-45000-50000	LinJ29	45000	50000	+
LinJ29-50000-55000	LinJ29	50000	55000	+
LinJ29-55000-60000	LinJ29	55000	60000	+
LinJ29-60000-65000	LinJ29	60000	65000	+
LinJ29-65000-70000	LinJ29	65000	70000	+
LinJ29-70000-75000	LinJ29	70000	75000	+
LinJ29-75000-80000	LinJ29	75000	80000	+
LinJ29-80000-85000	LinJ29	80000	85000	+
LinJ29-85000-90000	LinJ29	85000	90000	+
LinJ29-90000-95000	LinJ29	90000	95000	+
LinJ29-95000-100000	LinJ29	95000	100000	+
LinJ29-100000-105000	LinJ29	100000	105000	+
LinJ29-105000-110000	LinJ29	105000	110000	+
LinJ29-110000-115000	LinJ29	110000	115000	+
LinJ29-115000-120000	LinJ29	115000	120000	+
LinJ29-120000-125000	LinJ29	120000	125000	+
LinJ29-125000-130000	LinJ29	125000	130000	+
LinJ29-130000-135000	LinJ29	130000	135000	+
LinJ29-135000-140000	LinJ29	135000	140000	+
LinJ29-140000-145000	LinJ29	140000	145000	+
LinJ29-145000-150000	LinJ29	145000	150000	+
LinJ29-150000-155000	LinJ29	150000	155000	+
LinJ29-155000-160000	LinJ29	155000	160000	+
LinJ29-160000-165000	LinJ29	160000	165000	+
LinJ29-165000-170000	LinJ29	165000	170000	+
LinJ29-170000-175000	LinJ29	170000	175000	+
LinJ29-175000-180000	LinJ29	175000	180000	+
LinJ29-180000-185000	LinJ29	180000	185000	+
LinJ29-185000-190000	LinJ29	185000	190000	+
LinJ29-190000-195000	LinJ29	190000	195000	+
LinJ29-195000-200000	LinJ29	195000	200000	+
LinJ29-200000-205000	LinJ29	200000	205000	+
LinJ29-205000-210000	LinJ29	205000	210000	+
LinJ29-210000-215000	LinJ29	210000	215000	+
LinJ29-215000-220000	LinJ29	215000	220000	+
LinJ29-220000-225000	LinJ29	220000	225000	+
LinJ29-225000-230000	LinJ29	225000	230000	+
LinJ29-230000-235000	LinJ29	230000	235000	+
LinJ29-235000-240000	LinJ29	235000	240000	+
LinJ29-240000-245000	LinJ29	240000	245000	+
LinJ29-245000-250000	LinJ29	245000	250000	+
LinJ29-250000-255000	LinJ29	250000	255000	+
LinJ29-255000-260000	LinJ29	255000	260000	+
LinJ29-260000-265000	LinJ29	260000	265000	+
LinJ29-265000-270000	LinJ29	265000	270000	+
LinJ29-270000-275000	LinJ29	270000	275000	+
LinJ29-275000-280000	LinJ29	275000	280000	+
LinJ29-280000-285000	LinJ29	280000	285000	+
LinJ29-285000-290000	LinJ29	285000	290000	+
LinJ29-290000-295000	LinJ29	290000	295000	+
LinJ29-295000-300000	LinJ29	295000	300000	+
LinJ29-300000-305000	LinJ29	300000	305000	+
LinJ29-305000-310000	LinJ29	305000	310000	+
LinJ29-310000-315000	LinJ29	310000	315000	+
LinJ29-315000-320000	LinJ29	315000	320000	+
LinJ29-320000-325000	LinJ29	320000	325000	+
LinJ29-325000-330000	LinJ29	325000	330000	+
LinJ29-330000-335000	LinJ29	330000	335000	+
LinJ29-335000-340000	LinJ29	335000	340000	+
LinJ29-340000-345000	LinJ29	340000	345000	+
LinJ29-345000-350000	LinJ29	345000	350000	+
LinJ29-350000-355000	LinJ29	350000	355000	+
LinJ29-355000-360000	LinJ29	355000	360000	+
LinJ29-360000-365000	LinJ29	360000	365000	+
LinJ29-365000-370000	LinJ29	365000	370000	+
LinJ29-370000-375000	LinJ29	370000	375000	+
LinJ29-375000-380000	LinJ29	375000	380000	+
LinJ29-380000-385000	LinJ29	380000	385000	+
LinJ29-385000-390000	LinJ29	385000	390000	+
LinJ29-390000-395000	LinJ29	390000	395000	+
LinJ29-395000-400000	LinJ29	395000	400000	+
LinJ29-400000-405000	LinJ29	400000	405000	+
LinJ29-405000-410000	LinJ29	405000	410000	+
LinJ29-410000-415000	LinJ29	410000	415000	+
LinJ29-415000-420000	LinJ29	415000	420000	+
LinJ29-420000-425000	LinJ29	420000	425000	+
LinJ29-425000-430000	LinJ29	425000	430000	+
LinJ29-430000-435000	LinJ29	430000	435000	+
LinJ29-435000-440000	LinJ29	435000	440000	+
LinJ29-440000-445000	LinJ29	440000	445000	+
LinJ29-445000-450000	LinJ29	445000	450000	+
LinJ29-450000-455000	LinJ29	450000	455000	+
LinJ29-455000-460000	LinJ29	455000	460000	+
LinJ29-460000-465000	LinJ29	460000	465000	+
LinJ29-465000-470000	LinJ29	465000	470000	+
LinJ29-470000-475000	LinJ29	470000	475000	+
LinJ29-475000-480000	LinJ29	475000	480000	+
LinJ29-480000-485000	LinJ29	480000	485000	+
LinJ29-485000-490000	LinJ29	485000	490000	+
LinJ29-490000-495000	LinJ29	490000	495000	+
LinJ29-495000-500000	LinJ29	495000	500000	+
LinJ29-500000-505000	LinJ29	500000	505000	+
LinJ29-505000-510000	LinJ29	505000	510000	+
LinJ29-510000-515000	LinJ29	510000	515000	+
LinJ29-515000-520000	LinJ29	515000	520000	+
LinJ29-520000-525000	LinJ29	520000	525000	+
LinJ29-525000-530000	LinJ29	525000	530000	+
LinJ29-530000-535000	LinJ29	530000	535000	+
LinJ29-535000-540000	LinJ29	535000	540000	+
LinJ29-540000-545000	LinJ29	540000	545000	+
LinJ29-545000-550000	LinJ29	545000	550000	+
LinJ29-550000-555000	LinJ29	550000	555000	+
LinJ29-555000-560000	LinJ29	555000	560000	+
LinJ29-560000-565000	LinJ29	560000	565000	+
LinJ29-565000-570000	LinJ29	565000	570000	+
LinJ29-570000-575000	LinJ29	570000	575000	+
LinJ29-575000-580000	LinJ29	575000	580000	+
LinJ29-580000-585000	LinJ29	580000	585000	+
LinJ29-585000-590000	LinJ29	585000	590000	+
LinJ29-590000-595000	LinJ29	590000	595000	+
LinJ29-595000-600000	LinJ29	595000	600000	+
LinJ29-600000-605000	LinJ29	600000	605000	+
LinJ29-605000-610000	LinJ29	605000	610000	+
LinJ29-610000-615000	LinJ29	610000	615000	+
LinJ29-615000-620000	LinJ29	615000	620000	+
LinJ29-620000-625000	LinJ29	620000	625000	+
LinJ29-625000-630000	LinJ29	625000	630000	+
LinJ29-630000-635000	LinJ29	630000	635000	+
LinJ29-635000-640000	LinJ29	635000	640000	+
LinJ29-640000-645000	LinJ29	640000	645000	+
LinJ29-645000-650000	LinJ29	645000	650000	+
LinJ29-650000-655000	LinJ29	650000	655000	+
LinJ29-655000-660000	LinJ29	655000	660000	+
LinJ29-660000-665000	LinJ29	660000	665000	+
LinJ29-665000-670000	LinJ29	665000	670000	+
LinJ29-670000-675000	LinJ29	670000	675000	+
LinJ29-675000-680000	LinJ29	675000	680000	+
LinJ29-680000-685000	LinJ29	680000	685000	+
LinJ29-685000-690000	LinJ29	685000	690000	+
LinJ29-690000-695000	LinJ29	690000	695000	+
LinJ29-695000-700000	LinJ29	695000	700000	+
LinJ29-700000-705000	LinJ29	700000	705000	+
LinJ29-705000-710000	LinJ29	705000	710000	+
LinJ29-710000-715000	LinJ29	710000	715000	+
LinJ29-715000-720000	LinJ29	715000	720000	+
LinJ29-720000-725000	LinJ29	720000	725000	+
LinJ29-725000-730000	LinJ29	725000	730000	+
LinJ29-730000-735000	LinJ29	730000	735000	+
LinJ29-735000-740000	LinJ29	735000	740000	+
LinJ29-740000-745000	LinJ29	740000	745000	+
LinJ29-745000-750000	LinJ29	745000	750000	+
LinJ29-750000-755000	LinJ29	750000	755000	+
LinJ29-755000-760000	LinJ29	755000	760000	+
LinJ29-760000-765000	LinJ29	760000	765000	+
LinJ29-765000-770000	LinJ29	765000	770000	+
LinJ29-770000-775000	LinJ29	770000	775000	+
LinJ29-775000-780000	LinJ29	775000	780000	+
LinJ29-780000-785000	LinJ29	780000	785000	+
LinJ29-785000-790000	LinJ29	785000	790000	+
LinJ29-790000-795000	LinJ29	790000	795000	+
LinJ29-795000-800000	LinJ29	795000	800000	+
LinJ29-800000-805000	LinJ29	800000	805000	+
LinJ29-805000-810000	LinJ29	805000	810000	+
LinJ29-810000-815000	LinJ29	810000	815000	+
LinJ29-815000-820000	LinJ29	815000	820000	+
LinJ29-820000-825000	LinJ29	820000	825000	+
LinJ29-825000-830000	LinJ29	825000	830000	+
LinJ29-830000-835000	LinJ29	830000	835000	+
LinJ29-835000-840000	LinJ29	835000	840000	+
LinJ29-840000-845000	LinJ29	840000	845000	+
LinJ29-845000-850000	LinJ29	845000	850000	+
LinJ29-850000-855000	LinJ29	850000	855000	+
LinJ29-855000-860000	LinJ29	855000	860000	+
LinJ29-860000-865000	LinJ29	860000	865000	+
LinJ29-865000-870000	LinJ29	865000	870000	+
LinJ29-870000-875000	LinJ29	870000	875000	+
LinJ29-875000-880000	LinJ29	875000	880000	+
LinJ29-880000-885000	LinJ29	880000	885000	+
LinJ29-885000-890000	LinJ29	885000	890000	+
LinJ29-890000-895000	LinJ29	890000	895000	+
LinJ29-895000-900000	LinJ29	895000	900000	+
LinJ29-900000-905000	LinJ29	900000	905000	+
LinJ29-905000-910000	LinJ29	905000	910000	+
LinJ29-910000-915000	LinJ29	910000	915000	+
LinJ29-915000-920000	LinJ29	915000	920000	+
LinJ29-920000-925000	LinJ29	920000	925000	+
LinJ29-925000-930000	LinJ29	925000	930000	+
LinJ29-930000-935000	LinJ29	930000	935000	+
LinJ29-935000-940000	LinJ29	935000	940000	+
LinJ29-940000-945000	LinJ29	940000	945000	+
LinJ29-945000-950000	LinJ29	945000	950000	+
LinJ29-950000-955000	LinJ29	950000	955000	+
LinJ29-955000-960000	LinJ29	955000	960000	+
LinJ29-960000-965000	LinJ29	960000	965000	+
LinJ29-965000-970000	LinJ29	965000	970000	+
LinJ29-970000-975000	LinJ29	970000	975000	+
LinJ29-975000-980000	LinJ29	975000	980000	+
LinJ29-980000-985000	LinJ29	980000	985000	+
LinJ29-985000-990000	LinJ29	985000	990000	+
LinJ29-990000-995000	LinJ29	990000	995000	+
LinJ29-995000-1000000	LinJ29	995000	1000000	+
LinJ29-1000000-1005000	LinJ29	1000000	1005000	+
LinJ29-1005000-1010000	LinJ29	1005000	1010000	+
LinJ29-1010000-1015000	LinJ29	1010000	1015000	+
LinJ29-1015000-1020000	LinJ29	1015000	1020000	+
LinJ29-1020000-1025000	LinJ29	1020000	1025000	+
LinJ29-1025000-1030000	LinJ29	1025000	1030000	+
LinJ29-1030000-1035000	LinJ29	1030000	1035000	+
LinJ29-1035000-1040000	LinJ29	1035000	1040000	+
LinJ29-1040000-1045000	LinJ29	1040000	1045000	+
LinJ29-1045000-1050000	LinJ29	1045000	1050000	+
LinJ29-1050000-1055000	LinJ29	1050000	1055000	+
LinJ29-1055000-1060000	LinJ29	1055000	1060000	+
LinJ29-1060000-1065000	LinJ29	1060000	1065000	+
LinJ29-1065000-1070000	LinJ29	1065000	1070000	+
LinJ29-1070000-1075000	LinJ29	1070000	1075000	+
LinJ29-1075000-1080000	LinJ29	1075000	1080000	+
LinJ29-1080000-1085000	LinJ29	1080000	1085000	+
LinJ29-1085000-1090000	LinJ29	1085000	1090000	+
LinJ29-1090000-1095000	LinJ29	1090000	1095000	+
LinJ29-1095000-1100000	LinJ29	1095000	1100000	+
LinJ29-1100000-1105000	LinJ29	1100000	1105000	+
LinJ29-1105000-1110000	LinJ29	1105000	1110000	+
LinJ29-1110000-1115000	LinJ29	1110000	1115000	+
LinJ29-1115000-1120000	LinJ29	1115000	1120000	+
LinJ29-1120000-1125000	LinJ29	1120000	1125000	+
LinJ29-1125000-1130000	LinJ29	1125000	1130000	+
LinJ29-1130000-1135000	LinJ29	1130000	1135000	+
LinJ29-1135000-1140000	LinJ29	1135000	1140000	+
LinJ29-1140000-1145000	LinJ29	1140000	1145000	+
LinJ29-1145000-1150000	LinJ29	1145000	1150000	+
LinJ29-1150000-1155000	LinJ29	1150000	1155000	+
LinJ29-1155000-1160000	LinJ29	1155000	1160000	+
LinJ29-1160000-1165000	LinJ29	1160000	1165000	+
LinJ29-1165000-1170000	LinJ29	1165000	1170000	+
LinJ29-1170000-1175000	LinJ29	1170000	1175000	+
LinJ29-1175000-1180000	LinJ29	1175000	1180000	+
LinJ29-1180000-1185000	LinJ29	1180000	1185000	+
LinJ29-1185000-1190000	LinJ29	1185000	1190000	+
LinJ29-1190000-1195000	LinJ29	1190000	1195000	+
LinJ29-1195000-1200000	LinJ29	1195000	1200000	+
LinJ29-1200000-1205000	LinJ29	1200000	1205000	+
LinJ29-1205000-1210000	LinJ29	1205000	1210000	+
LinJ29-1210000-1215000	LinJ29	1210000	1215000	+
LinJ29-1215000-1220000	LinJ29	1215000	1220000	+
LinJ29-1220000-1225000	LinJ29	1220000	1225000	+
LinJ29-1225000-1230000	LinJ29	1225000	1230000	+
LinJ29-1230000-1235000	LinJ29	1230000	1235000	+
LinJ29-1235000-1240000	LinJ29	1235000	1240000	+
LinJ29-1240000-1245000	LinJ29	1240000	1245000	+
LinJ29-1245000-1250000	LinJ29	1245000	1250000	+
LinJ29-1250000-1255000	LinJ29	1250000	1255000	+
LinJ29-1255000-1260000	LinJ29	1255000	1260000	+
LinJ29-1260000-1265000	LinJ29	1260000	1265000	+
LinJ29-1265000-1270000	LinJ29	1265000	1270000	+
LinJ29-1270000-1272419	LinJ29	1270000	1272419	+
LinJ30-0-5000	LinJ30	0	5000	+
LinJ30-5000-10000	LinJ30	5000	10000	+
LinJ30-10000-15000	LinJ30	10000	15000	+
LinJ30-15000-20000	LinJ30	15000	20000	+
LinJ30-20000-25000	LinJ30	20000	25000	+
LinJ30-25000-30000	LinJ30	25000	30000	+
LinJ30-30000-35000	LinJ30	30000	35000	+
LinJ30-35000-40000	LinJ30	35000	40000	+
LinJ30-40000-45000	LinJ30	40000	45000	+
LinJ30-45000-50000	LinJ30	45000	50000	+
LinJ30-50000-55000	LinJ30	50000	55000	+
LinJ30-55000-60000	LinJ30	55000	60000	+
LinJ30-60000-65000	LinJ30	60000	65000	+
LinJ30-65000-70000	LinJ30	65000	70000	+
LinJ30-70000-75000	LinJ30	70000	75000	+
LinJ30-75000-80000	LinJ30	75000	80000	+
LinJ30-80000-85000	LinJ30	80000	85000	+
LinJ30-85000-90000	LinJ30	85000	90000	+
LinJ30-90000-95000	LinJ30	90000	95000	+
LinJ30-95000-100000	LinJ30	95000	100000	+
LinJ30-100000-105000	LinJ30	100000	105000	+
LinJ30-105000-110000	LinJ30	105000	110000	+
LinJ30-110000-115000	LinJ30	110000	115000	+
LinJ30-115000-120000	LinJ30	115000	120000	+
LinJ30-120000-125000	LinJ30	120000	125000	+
